latitude,longitude,crime_type,date_time,area,severity
12.925313410078461,77.61453255274071,Vehicle Theft,2024-01-10 17:00:00,Koramangala,3
12.970216952582582,77.56272746448369,Assault,2024-10-01 08:00:00,Majestic,1
12.970548928985457,77.75565140553836,Burglary,2024-12-21 05:00:00,Whitefield,3
12.850704006200681,77.65043133409011,Burglary,2024-12-19 03:00:00,Electronic City,4
12.843749126572476,77.6696661619149,Theft,2024-10-10 12:00:00,Electronic City,1
12.935385893220253,77.6268044652189,Assault,2024-10-01 06:00:00,Koramangala,2
12.962075387901368,77.75486106994528,Theft,2024-12-12 11:00:00,Whitefield,3
12.968243822572397,77.75563061446933,Robbery,2024-12-20 10:00:00,Whitefield,2
12.966867234410426,77.64252722963522,Burglary,2024-09-05 09:00:00,Indiranagar,2
12.97321474669948,77.75926599595746,Theft,2024-12-07 04:00:00,Whitefield,4
12.93852126607649,77.62266176146488,Theft,2024-07-26 13:00:00,Koramangala,1
12.944618254673077,77.61878734386163,Theft,2024-02-07 21:00:00,Koramangala,3
12.985591341993905,77.58087534607505,Theft,2024-09-19 19:00:00,Majestic,1
12.843323781111248,77.65364350591743,Vehicle Theft,2024-10-06 04:00:00,Electronic City,3
12.978786173047725,77.75479996781888,Burglary,2024-12-21 17:00:00,Whitefield,2
12.855156384260738,77.66673344635046,Robbery,2024-05-22 17:00:00,Electronic City,1
12.973108873515654,77.74136666054936,Burglary,2024-10-24 19:00:00,Whitefield,1
12.968259539005775,77.7405491745757,Theft,2024-03-12 14:00:00,Whitefield,3
12.974504558595246,77.58025708500789,Burglary,2024-11-06 03:00:00,Majestic,4
12.979598287061725,77.57118416915513,Burglary,2024-05-14 02:00:00,Majestic,5
12.976222337204401,77.64734584419391,Robbery,2024-02-11 20:00:00,Indiranagar,4
12.968209425313786,77.56237309544514,Robbery,2024-05-28 10:00:00,Majestic,3
12.969203626957405,77.75660383469018,Robbery,2024-04-17 15:00:00,Whitefield,2
12.984050636680852,77.57231408266567,Robbery,2024-04-29 04:00:00,Majestic,4
12.934211537755164,77.62883979375232,Theft,2024-06-30 12:00:00,Koramangala,2
12.932340741749645,77.6285529659342,Burglary,2024-08-13 07:00:00,Koramangala,3
12.845036861792115,77.65173629549652,Robbery,2024-11-08 07:00:00,Electronic City,1
12.969893613418245,77.7501439075476,Robbery,2024-04-01 16:00:00,Whitefield,3
12.840946337607736,77.66904458761587,Theft,2024-03-09 15:00:00,Electronic City,3
12.850255036714392,77.66879793764858,Vehicle Theft,2024-04-28 00:00:00,Electronic City,4
12.972455865176226,77.65058284267683,Assault,2024-07-24 09:00:00,Indiranagar,3
12.837964795106862,77.6634331869225,Theft,2024-12-30 14:00:00,Electronic City,2
12.976702019526508,77.74949265282879,Assault,2024-11-23 15:00:00,Whitefield,2
12.9701123173819,77.6327952390209,Assault,2024-09-22 20:00:00,Indiranagar,5
12.848612632651005,77.66494616045186,Robbery,2024-05-12 17:00:00,Electronic City,3
12.976084046193325,77.5727194361028,Burglary,2024-08-14 15:00:00,Majestic,3
12.855310345293937,77.66918372386066,Theft,2024-12-04 11:00:00,Electronic City,3
12.92791363697589,77.61647393563965,Assault,2024-12-25 20:00:00,Koramangala,5
12.9804890540957,77.56773774461051,Robbery,2024-06-18 17:00:00,Majestic,3
12.8482641388862,77.66609547887234,Theft,2024-02-16 03:00:00,Electronic City,3
12.978236395550658,77.74120857957617,Assault,2024-06-04 02:00:00,Whitefield,3
12.973345051266593,77.75040324165776,Burglary,2024-01-04 12:00:00,Whitefield,2
12.973737274834848,77.74370483204659,Theft,2024-08-05 15:00:00,Whitefield,3
12.975008664026873,77.6385365545505,Theft,2024-09-12 17:00:00,Indiranagar,2
12.84701851715997,77.65049651234087,Robbery,2024-12-15 10:00:00,Electronic City,2
12.840900921605673,77.65032619908273,Theft,2024-05-07 07:00:00,Electronic City,2
12.927853639771051,77.61528427637468,Theft,2024-02-26 19:00:00,Koramangala,1
12.98114688287085,77.63966522299215,Burglary,2024-10-07 08:00:00,Indiranagar,1
12.965256625037394,77.75317881141522,Robbery,2024-01-29 18:00:00,Whitefield,3
12.97031382607252,77.56891170719314,Vehicle Theft,2024-04-21 10:00:00,Majestic,3
12.941956217387634,77.627142000628,Assault,2024-01-14 00:00:00,Koramangala,4
12.971087560456148,77.63632867661849,Robbery,2024-05-14 18:00:00,Indiranagar,2
12.930124706503841,77.63045825714438,Theft,2024-05-19 01:00:00,Koramangala,5
12.847916147503698,77.66901315114926,Robbery,2024-09-05 00:00:00,Electronic City,4
12.940778476373273,77.61606779602712,Assault,2024-02-06 10:00:00,Koramangala,3
12.97811760988438,77.74210497303154,Vehicle Theft,2024-07-08 06:00:00,Whitefield,2
12.975723429251298,77.75740540753314,Theft,2024-01-14 07:00:00,Whitefield,3
12.9328048038325,77.62730981318673,Assault,2024-12-08 09:00:00,Koramangala,2
12.960002952070685,77.75005446244211,Burglary,2024-04-08 15:00:00,Whitefield,3
12.851488268673524,77.66626190949202,Robbery,2024-02-23 19:00:00,Electronic City,2
12.968744285032152,77.7423171625922,Vehicle Theft,2024-11-25 10:00:00,Whitefield,2
12.937828581538419,77.62005439638573,Burglary,2024-04-15 03:00:00,Koramangala,4
12.977640481316104,77.74011543899923,Theft,2024-02-04 01:00:00,Whitefield,5
12.939329855210916,77.61552002764432,Robbery,2024-09-03 03:00:00,Koramangala,3
12.932723738473122,77.6304193409914,Vehicle Theft,2024-01-18 09:00:00,Koramangala,2
12.983702830195801,77.56361353801415,Theft,2024-03-05 16:00:00,Majestic,1
12.967315284192386,77.64158179364856,Burglary,2024-06-11 14:00:00,Indiranagar,1
12.97578115658007,77.75246821521829,Robbery,2024-03-09 15:00:00,Whitefield,1
12.975460225007081,77.56701991957459,Burglary,2024-10-02 23:00:00,Majestic,4
12.844816063710777,77.66852591440706,Robbery,2024-07-21 00:00:00,Electronic City,4
12.978041442990575,77.63494265129425,Theft,2024-12-07 09:00:00,Indiranagar,2
12.840498887786367,77.65190026897626,Theft,2024-08-25 20:00:00,Electronic City,4
12.837771703330073,77.66098362384648,Burglary,2024-03-10 00:00:00,Electronic City,3
12.84380234998947,77.66009724192207,Robbery,2024-04-22 21:00:00,Electronic City,4
12.846815499302803,77.67026900114561,Robbery,2024-05-12 09:00:00,Electronic City,1
12.931202840978212,77.62822268207591,Vehicle Theft,2024-03-04 12:00:00,Koramangala,2
12.967485462777507,77.5810489808098,Assault,2024-06-10 03:00:00,Majestic,3
12.932274456470898,77.61649996030107,Assault,2024-11-26 09:00:00,Koramangala,2
12.93199223841353,77.62130302033803,Theft,2024-09-24 12:00:00,Koramangala,2
12.971143896392249,77.74879704353249,Theft,2024-01-24 16:00:00,Whitefield,3
12.93249824894998,77.61986036562851,Theft,2024-05-05 18:00:00,Koramangala,2
12.961697206875701,77.75130639036351,Assault,2024-10-16 14:00:00,Whitefield,2
12.972114317159848,77.64301305536983,Vehicle Theft,2024-09-27 18:00:00,Indiranagar,1
12.964922961436374,77.64875543778545,Vehicle Theft,2024-09-03 08:00:00,Indiranagar,3
12.963563885196017,77.75294777130769,Assault,2024-06-17 07:00:00,Whitefield,1
12.963161006242094,77.75622306832393,Burglary,2024-05-08 21:00:00,Whitefield,3
12.847111096898573,77.66213072707156,Assault,2024-09-12 15:00:00,Electronic City,3
12.966700957468646,77.57402792057849,Burglary,2024-09-12 09:00:00,Majestic,3
12.84211626719831,77.65869976782429,Vehicle Theft,2024-03-09 08:00:00,Electronic City,3
12.977839732595093,77.74009757710668,Robbery,2024-04-30 03:00:00,Whitefield,3
12.844283019668396,77.65354171324343,Burglary,2024-05-27 20:00:00,Electronic City,4
12.979882710303263,77.58068609379472,Burglary,2024-11-08 23:00:00,Majestic,3
12.853446716396267,77.65396825184469,Theft,2024-06-11 02:00:00,Electronic City,5
12.971814137284065,77.64329843959068,Theft,2024-12-05 04:00:00,Indiranagar,5
12.959970682964832,77.74639229123194,Assault,2024-08-21 19:00:00,Whitefield,2
12.977797795970035,77.57366613631287,Burglary,2024-12-25 17:00:00,Majestic,1
12.970058770495553,77.75107328732688,Assault,2024-03-27 16:00:00,Whitefield,3
12.847335399939858,77.65480804012921,Assault,2024-07-21 06:00:00,Electronic City,3
12.850025791831538,77.66789635345961,Vehicle Theft,2024-11-17 08:00:00,Electronic City,3
12.971133294223563,77.63877826306405,Vehicle Theft,2024-04-06 14:00:00,Indiranagar,1
12.93508159460099,77.6292411660228,Theft,2024-06-01 01:00:00,Koramangala,3
12.969896416027934,77.65096831647323,Assault,2024-06-20 16:00:00,Indiranagar,3
12.980476941980823,77.64966107590345,Assault,2024-05-29 22:00:00,Indiranagar,4
12.96878663506687,77.7428045087198,Burglary,2024-07-11 18:00:00,Whitefield,3
12.979421783203591,77.75373938613616,Vehicle Theft,2024-05-11 06:00:00,Whitefield,1
12.842936699049519,77.66825123570516,Robbery,2024-07-30 15:00:00,Electronic City,3
12.929423354498617,77.61682360080417,Assault,2024-02-28 19:00:00,Koramangala,1
12.97354018856256,77.63477624031404,Burglary,2024-07-09 12:00:00,Indiranagar,3
12.92570196751719,77.63041205108621,Burglary,2024-10-23 07:00:00,Koramangala,3
12.84008301858776,77.6537152226881,Vehicle Theft,2024-01-15 20:00:00,Electronic City,3
12.978241406298608,77.56278843956386,Assault,2024-02-29 10:00:00,Majestic,1
12.93057074420893,77.62694499168285,Assault,2024-08-08 11:00:00,Koramangala,1
12.975551651834751,77.57178993180696,Robbery,2024-05-17 11:00:00,Majestic,2
12.969198903668408,77.75519590353014,Robbery,2024-01-30 21:00:00,Whitefield,5
12.97621916388172,77.56587576745024,Assault,2024-07-29 16:00:00,Majestic,2
12.942206066776517,77.62541221727558,Vehicle Theft,2024-03-19 06:00:00,Koramangala,1
12.847355021978911,77.65585417205747,Assault,2024-09-29 22:00:00,Electronic City,3
12.974768778470747,77.74109897260784,Vehicle Theft,2024-05-14 23:00:00,Whitefield,5
12.935994240470807,77.6257051607087,Robbery,2024-08-12 15:00:00,Koramangala,2
12.979255550528169,77.74857318930427,Robbery,2024-09-14 15:00:00,Whitefield,1
12.970957238857537,77.75511388719511,Assault,2024-05-23 15:00:00,Whitefield,1
12.963102517187908,77.754886376933,Assault,2024-10-02 03:00:00,Whitefield,5
12.943296098903396,77.6340643069978,Vehicle Theft,2024-03-09 10:00:00,Koramangala,2
12.97499244911013,77.65044043060419,Theft,2024-09-27 13:00:00,Indiranagar,3
12.852870950800023,77.6652963896795,Burglary,2024-07-22 08:00:00,Electronic City,1
12.978330236846473,77.56933769054329,Robbery,2024-02-19 07:00:00,Majestic,2
12.962581048812504,77.75862616891463,Assault,2024-04-10 12:00:00,Whitefield,3
12.849294966689158,77.66495229912265,Assault,2024-05-08 15:00:00,Electronic City,1
12.940995023328098,77.62349588091753,Vehicle Theft,2024-01-25 03:00:00,Koramangala,4
12.962123464996948,77.65104042381316,Burglary,2024-09-12 17:00:00,Indiranagar,3
12.945105709690827,77.61590793942074,Vehicle Theft,2024-09-29 22:00:00,Koramangala,3
12.96795326189576,77.63187212042419,Vehicle Theft,2024-03-23 22:00:00,Indiranagar,3
12.83964854468709,77.65329115123876,Assault,2024-02-05 07:00:00,Electronic City,2
12.933696813574182,77.62053522941478,Assault,2024-02-25 16:00:00,Koramangala,1
12.962239635738063,77.74322394153926,Vehicle Theft,2024-12-16 23:00:00,Whitefield,4
12.836268726452404,77.66342633779996,Robbery,2024-02-20 01:00:00,Electronic City,5
12.983598262850036,77.57126967706006,Robbery,2024-03-30 14:00:00,Majestic,2
12.934261062666062,77.62192596288752,Theft,2024-11-01 09:00:00,Koramangala,3
12.970549858667527,77.58120082488983,Theft,2024-10-18 09:00:00,Majestic,2
12.837021695485861,77.65395004000695,Robbery,2024-09-09 14:00:00,Electronic City,2
12.854612572241725,77.66650835070409,Robbery,2024-05-15 22:00:00,Electronic City,4
12.96979020646614,77.74356235526795,Robbery,2024-01-06 10:00:00,Whitefield,1
12.974012320398362,77.63868342494071,Vehicle Theft,2024-10-13 18:00:00,Indiranagar,3
12.938828178037468,77.62373359495827,Assault,2024-09-21 08:00:00,Koramangala,3
12.971083924744546,77.74989624296946,Burglary,2024-01-06 22:00:00,Whitefield,4
12.932733818440562,77.62814060224957,Robbery,2024-02-25 13:00:00,Koramangala,2
12.96621334994675,77.75310844275033,Burglary,2024-01-21 21:00:00,Whitefield,3
12.835854966421145,77.66943681735053,Vehicle Theft,2024-08-16 23:00:00,Electronic City,3
12.941624918222622,77.62557377950085,Assault,2024-11-15 16:00:00,Koramangala,3
12.968523481003736,77.74972200517149,Burglary,2024-05-03 11:00:00,Whitefield,2
12.93647765100677,77.61613743324564,Vehicle Theft,2024-11-11 22:00:00,Koramangala,4
12.965353045646253,77.6391901839169,Burglary,2024-10-10 01:00:00,Indiranagar,5
12.977719219506934,77.57134285428711,Theft,2024-01-02 02:00:00,Majestic,3
12.942855877417195,77.61558944918673,Assault,2024-07-03 00:00:00,Koramangala,5
12.975009340702218,77.57988421350453,Vehicle Theft,2024-08-27 04:00:00,Majestic,3
12.973742693217137,77.64010020538134,Robbery,2024-01-31 08:00:00,Indiranagar,1
12.933017283958337,77.6296976680847,Burglary,2024-01-24 12:00:00,Koramangala,2
12.843678582143044,77.65600286799098,Vehicle Theft,2024-04-07 11:00:00,Electronic City,1
12.975141415974543,77.75496277710391,Burglary,2024-11-14 22:00:00,Whitefield,5
12.968635956987653,77.75098562038917,Burglary,2024-05-26 03:00:00,Whitefield,4
12.971827055124793,77.64098005555662,Assault,2024-01-16 12:00:00,Indiranagar,3
12.974030949079607,77.64468820847496,Burglary,2024-12-12 06:00:00,Indiranagar,1
12.966199175879897,77.64595791261783,Assault,2024-02-25 10:00:00,Indiranagar,2
12.985886379093845,77.57555316132816,Burglary,2024-06-14 13:00:00,Majestic,1
12.976015394976931,77.74817470535392,Assault,2024-03-08 21:00:00,Whitefield,5
12.837280892445014,77.66610900672308,Vehicle Theft,2024-11-16 15:00:00,Electronic City,3
12.943550068838901,77.61534771248544,Burglary,2024-06-19 18:00:00,Koramangala,2
12.97950201055307,77.56809110535808,Theft,2024-01-11 20:00:00,Majestic,5
12.96484501731723,77.64546810805564,Vehicle Theft,2024-06-26 14:00:00,Indiranagar,1
12.966315367034536,77.63343231833153,Assault,2024-12-13 03:00:00,Indiranagar,5
12.972306167277617,77.56968061043656,Vehicle Theft,2024-05-24 18:00:00,Majestic,1
12.974397727186306,77.74362700630446,Robbery,2024-09-05 11:00:00,Whitefield,3
12.973209570887938,77.57971484551605,Theft,2024-09-08 00:00:00,Majestic,5
12.960233243834288,77.75114851696026,Assault,2024-09-17 10:00:00,Whitefield,3
12.853905120321958,77.6586256786908,Robbery,2024-08-14 23:00:00,Electronic City,3
12.927977376942428,77.61992503341861,Assault,2024-02-05 07:00:00,Koramangala,1
12.8440699558125,77.6532175492387,Assault,2024-11-27 09:00:00,Electronic City,3
12.964975829068585,77.63689412781596,Vehicle Theft,2024-11-10 06:00:00,Indiranagar,1
12.931152226240837,77.62951589450698,Theft,2024-08-31 16:00:00,Koramangala,1
12.850795821169008,77.66118132382428,Robbery,2024-05-12 17:00:00,Electronic City,3
12.966582781800314,77.57047945747846,Assault,2024-08-25 15:00:00,Majestic,1
12.97738985549107,77.63257645198597,Vehicle Theft,2024-08-16 21:00:00,Indiranagar,3
12.847226008219797,77.66155698374985,Assault,2024-11-15 18:00:00,Electronic City,2
12.97159987720886,77.64228803495539,Vehicle Theft,2024-11-14 02:00:00,Indiranagar,3
12.976887063382451,77.74087035410413,Robbery,2024-12-16 10:00:00,Whitefield,3
12.979385492101395,77.63445206885335,Burglary,2024-03-12 06:00:00,Indiranagar,2
12.976173915826859,77.64795674906978,Burglary,2024-10-23 03:00:00,Indiranagar,5
12.975661639406528,77.75746235776089,Burglary,2024-12-05 18:00:00,Whitefield,2
12.851204512213993,77.66432187051767,Assault,2024-09-14 21:00:00,Electronic City,3
12.940667337801795,77.6234312053804,Assault,2024-03-24 00:00:00,Koramangala,3
12.974478527457524,77.5728207025431,Vehicle Theft,2024-05-04 16:00:00,Majestic,3
12.96744359869738,77.64600594323716,Vehicle Theft,2024-06-02 05:00:00,Indiranagar,2
12.975651793788675,77.6488276342847,Theft,2024-01-18 19:00:00,Indiranagar,2
12.97818947839572,77.64463052183687,Theft,2024-07-31 16:00:00,Indiranagar,2
12.970746468546338,77.57888787018906,Theft,2024-09-12 06:00:00,Majestic,3
12.981651040409137,77.64375949449426,Burglary,2024-09-12 00:00:00,Indiranagar,5
12.932300478066077,77.62686789865612,Vehicle Theft,2024-05-18 16:00:00,Koramangala,3
12.976923222231816,77.75311813468889,Vehicle Theft,2024-03-21 15:00:00,Whitefield,3
12.976038242988432,77.75420806687706,Burglary,2024-06-17 10:00:00,Whitefield,2
12.976079726091326,77.57690059614188,Burglary,2024-10-05 03:00:00,Majestic,3
12.96806517442613,77.6319620371387,Robbery,2024-03-30 22:00:00,Indiranagar,4
12.838799747043106,77.66927998124203,Theft,2024-02-05 08:00:00,Electronic City,2
12.963423046012778,77.7457234699996,Burglary,2024-01-13 13:00:00,Whitefield,3
12.850385499500273,77.65932338462551,Vehicle Theft,2024-10-12 17:00:00,Electronic City,3
12.844849751986459,77.65999850047348,Burglary,2024-04-04 17:00:00,Electronic City,2
12.838981451403086,77.66628410781908,Theft,2024-01-29 03:00:00,Electronic City,5
12.852035601382534,77.65959120553855,Assault,2024-07-23 01:00:00,Electronic City,5
12.839842480798215,77.65890359217673,Theft,2024-05-04 20:00:00,Electronic City,4
12.981136052700547,77.64779794936425,Robbery,2024-12-23 00:00:00,Indiranagar,3
12.935915394123697,77.63266412854489,Burglary,2024-01-03 05:00:00,Koramangala,3
12.98014147678987,77.57728304382991,Theft,2024-09-30 18:00:00,Majestic,1
12.97136150820019,77.6472580560196,Assault,2024-04-12 02:00:00,Indiranagar,5
12.984947722645503,77.5801248702763,Burglary,2024-02-08 16:00:00,Majestic,1
12.93214995375778,77.62513766115924,Robbery,2024-11-04 00:00:00,Koramangala,3
12.941794443073986,77.63262724043678,Theft,2024-07-08 08:00:00,Koramangala,3
12.961952189385448,77.7405111624703,Assault,2024-06-07 00:00:00,Whitefield,4
